lr: 5e-06
epochs: 500
batch_num: 100
batch_size: 64
mini_batch_num: 1
baseline: pomo
pomo_size: 16
eval_batch_size: 1024
eval_path: ./eval_data(35,4,4,6).pt
eval_n_bays: 4
eval_n_rows: 4
empty_priority: None
n_containers: 35
n_bays: 4
n_rows: 4
n_tiers: 6
instance_type: random
objective: workingtime
embed_dim: 128
n_encode_layers: 3
n_heads: 8
ff_hidden: 512
tanh_c: 10
device: cuda:0
log_path: ./train/20250223_195424
--------------------
Epoch: 0 | Train loss: None | Eval WT: 3914.818 | Eval moves: 49.907 | 1s
Epoch: 127 | Train loss: -7.199342616136664 | Eval WT: 2935.008 | Eval moves: 50.328 | 70s
Epoch: 128 | Train loss: -7.120451254693697 | Eval WT: 2934.991 | Eval moves: 50.321 | 69s
Epoch: 129 | Train loss: -6.98964393656047 | Eval WT: 2935.493 | Eval moves: 50.334 | 70s
Epoch: 130 | Train loss: -7.092554646006223 | Eval WT: 2935.312 | Eval moves: 50.331 | 70s
Epoch: 131 | Train loss: -6.71073670846684 | Eval WT: 2934.849 | Eval moves: 50.32 | 105s
Epoch: 132 | Train loss: -6.886264409918312 | Eval WT: 2935.205 | Eval moves: 50.32 | 70s
Epoch: 133 | Train loss: -7.343793237398487 | Eval WT: 2934.497 | Eval moves: 50.305 | 70s
Epoch: 134 | Train loss: -6.309559863113958 | Eval WT: 2935.566 | Eval moves: 50.336 | 68s
Epoch: 135 | Train loss: -6.409462744862452 | Eval WT: 2934.771 | Eval moves: 50.318 | 69s
Epoch: 136 | Train loss: -6.365666487622667 | Eval WT: 2934.893 | Eval moves: 50.322 | 68s
Epoch: 137 | Train loss: -6.440483943410144 | Eval WT: 2934.403 | Eval moves: 50.295 | 69s
Epoch: 138 | Train loss: -6.3651486934071455 | Eval WT: 2934.839 | Eval moves: 50.32 | 70s
Epoch: 139 | Train loss: -6.841370383291357 | Eval WT: 2935.387 | Eval moves: 50.311 | 69s
Epoch: 140 | Train loss: -6.418676025816138 | Eval WT: 2934.671 | Eval moves: 50.299 | 69s
Epoch: 141 | Train loss: -6.325474140594213 | Eval WT: 2934.516 | Eval moves: 50.316 | 105s
Epoch: 142 | Train loss: -6.383257379473527 | Eval WT: 2934.625 | Eval moves: 50.309 | 68s
Epoch: 143 | Train loss: -6.210780628982674 | Eval WT: 2934.436 | Eval moves: 50.309 | 69s
Epoch: 144 | Train loss: -6.0574834393483385 | Eval WT: 2934.536 | Eval moves: 50.313 | 69s
Epoch: 145 | Train loss: -5.886446542279741 | Eval WT: 2934.391 | Eval moves: 50.306 | 68s
Epoch: 146 | Train loss: -5.954582983376202 | Eval WT: 2934.706 | Eval moves: 50.311 | 70s
Epoch: 147 | Train loss: -5.700366296872587 | Eval WT: 2934.271 | Eval moves: 50.304 | 68s
Epoch: 148 | Train loss: -6.117764312290069 | Eval WT: 2934.359 | Eval moves: 50.311 | 69s
Epoch: 149 | Train loss: -5.766050675752364 | Eval WT: 2934.352 | Eval moves: 50.307 | 69s
Epoch: 150 | Train loss: -5.680739213939486 | Eval WT: 2933.934 | Eval moves: 50.292 | 69s
Epoch: 151 | Train loss: -5.8093617830909725 | Eval WT: 2935.404 | Eval moves: 50.337 | 105s
Epoch: 152 | Train loss: -5.554938452340829 | Eval WT: 2934.261 | Eval moves: 50.302 | 69s
Epoch: 153 | Train loss: -5.7777967938095 | Eval WT: 2935.445 | Eval moves: 50.328 | 69s
Epoch: 154 | Train loss: -5.620010679843799 | Eval WT: 2934.616 | Eval moves: 50.337 | 69s
Epoch: 155 | Train loss: -5.722232585095719 | Eval WT: 2934.558 | Eval moves: 50.324 | 68s
Epoch: 156 | Train loss: -5.4239773367241915 | Eval WT: 2934.763 | Eval moves: 50.313 | 69s
Epoch: 157 | Train loss: -5.364334465769797 | Eval WT: 2934.11 | Eval moves: 50.311 | 69s
Epoch: 158 | Train loss: -5.50371235296921 | Eval WT: 2934.313 | Eval moves: 50.304 | 69s
Epoch: 159 | Train loss: -5.375889976607109 | Eval WT: 2934.584 | Eval moves: 50.311 | 69s
Epoch: 160 | Train loss: -5.284851963884542 | Eval WT: 2933.523 | Eval moves: 50.294 | 68s
Epoch: 161 | Train loss: -5.301572827031414 | Eval WT: 2934.243 | Eval moves: 50.315 | 104s
Epoch: 162 | Train loss: -5.510829197778929 | Eval WT: 2933.869 | Eval moves: 50.312 | 69s
Epoch: 163 | Train loss: -5.154948225732706 | Eval WT: 2933.794 | Eval moves: 50.305 | 68s
Epoch: 164 | Train loss: -5.198332887859384 | Eval WT: 2933.554 | Eval moves: 50.286 | 69s
Epoch: 165 | Train loss: -5.222124145582867 | Eval WT: 2934.245 | Eval moves: 50.306 | 68s
Epoch: 166 | Train loss: -5.105683450649866 | Eval WT: 2933.479 | Eval moves: 50.292 | 68s
Epoch: 167 | Train loss: -4.813712252661208 | Eval WT: 2933.826 | Eval moves: 50.296 | 69s
Epoch: 168 | Train loss: -5.120160529869943 | Eval WT: 2933.773 | Eval moves: 50.299 | 68s
Epoch: 169 | Train loss: -5.254980671277927 | Eval WT: 2933.677 | Eval moves: 50.297 | 69s
Epoch: 170 | Train loss: -5.074272115752348 | Eval WT: 2933.734 | Eval moves: 50.298 | 68s
Epoch: 171 | Train loss: -5.315635927632546 | Eval WT: 2933.836 | Eval moves: 50.301 | 103s
Epoch: 172 | Train loss: -4.752514198778317 | Eval WT: 2934.042 | Eval moves: 50.299 | 68s
Epoch: 173 | Train loss: -5.001280185054408 | Eval WT: 2934.061 | Eval moves: 50.312 | 69s
Epoch: 174 | Train loss: -4.924864895532993 | Eval WT: 2933.694 | Eval moves: 50.294 | 68s
Epoch: 175 | Train loss: -4.745406894244008 | Eval WT: 2934.107 | Eval moves: 50.294 | 68s
Epoch: 176 | Train loss: -4.693745664881717 | Eval WT: 2933.526 | Eval moves: 50.3 | 67s
Epoch: 177 | Train loss: -4.663122994862217 | Eval WT: 2933.693 | Eval moves: 50.303 | 68s
Epoch: 178 | Train loss: -4.568855081905716 | Eval WT: 2933.762 | Eval moves: 50.302 | 68s
Epoch: 179 | Train loss: -4.73085966937403 | Eval WT: 2933.561 | Eval moves: 50.302 | 68s
Epoch: 180 | Train loss: -4.488634904797925 | Eval WT: 2933.162 | Eval moves: 50.294 | 69s
Epoch: 181 | Train loss: -4.972231590946165 | Eval WT: 2933.126 | Eval moves: 50.287 | 104s
Epoch: 182 | Train loss: -4.605154259214458 | Eval WT: 2933.127 | Eval moves: 50.292 | 69s
Epoch: 183 | Train loss: -4.2971825058341 | Eval WT: 2933.81 | Eval moves: 50.318 | 67s
Epoch: 184 | Train loss: -4.5768558309325655 | Eval WT: 2933.577 | Eval moves: 50.3 | 69s
Epoch: 185 | Train loss: -4.324912982468805 | Eval WT: 2933.51 | Eval moves: 50.303 | 67s
Epoch: 186 | Train loss: -4.546860675034832 | Eval WT: 2933.228 | Eval moves: 50.294 | 68s
Epoch: 187 | Train loss: -4.480246537080666 | Eval WT: 2933.056 | Eval moves: 50.287 | 68s
Epoch: 188 | Train loss: -4.61747566457649 | Eval WT: 2933.741 | Eval moves: 50.308 | 68s
Epoch: 189 | Train loss: -4.58878350650281 | Eval WT: 2933.488 | Eval moves: 50.296 | 67s
Epoch: 190 | Train loss: -4.2110592508086 | Eval WT: 2933.29 | Eval moves: 50.299 | 67s
Epoch: 191 | Train loss: -4.347005839300432 | Eval WT: 2933.119 | Eval moves: 50.289 | 104s
Epoch: 192 | Train loss: -4.388642501757693 | Eval WT: 2933.08 | Eval moves: 50.288 | 67s
Epoch: 193 | Train loss: -4.175801339672782 | Eval WT: 2932.917 | Eval moves: 50.281 | 69s
Epoch: 194 | Train loss: -4.009235990372191 | Eval WT: 2933.173 | Eval moves: 50.287 | 68s
Epoch: 195 | Train loss: -4.075845627488181 | Eval WT: 2933.115 | Eval moves: 50.296 | 67s
Epoch: 196 | Train loss: -4.359369879500598 | Eval WT: 2933.244 | Eval moves: 50.302 | 68s
Epoch: 197 | Train loss: -4.24722058842315 | Eval WT: 2933.471 | Eval moves: 50.293 | 67s
Epoch: 198 | Train loss: -4.214333466259294 | Eval WT: 2932.937 | Eval moves: 50.29 | 67s
Epoch: 199 | Train loss: -4.019317217206247 | Eval WT: 2933.005 | Eval moves: 50.288 | 68s
Epoch: 200 | Train loss: -3.8332047097339346 | Eval WT: 2933.562 | Eval moves: 50.318 | 68s
Epoch: 201 | Train loss: -4.102760280049035 | Eval WT: 2932.851 | Eval moves: 50.28 | 103s
Epoch: 202 | Train loss: -4.328599071613606 | Eval WT: 2933.452 | Eval moves: 50.295 | 69s
Epoch: 203 | Train loss: -3.925805959735635 | Eval WT: 2933.18 | Eval moves: 50.289 | 68s
Epoch: 204 | Train loss: -4.054410059473748 | Eval WT: 2933.192 | Eval moves: 50.295 | 68s
Epoch: 205 | Train loss: -3.9654040451386607 | Eval WT: 2933.001 | Eval moves: 50.288 | 68s
Epoch: 206 | Train loss: -3.975594338080583 | Eval WT: 2933.219 | Eval moves: 50.294 | 69s
Epoch: 207 | Train loss: -3.847946047101024 | Eval WT: 2932.946 | Eval moves: 50.289 | 69s
Epoch: 208 | Train loss: -4.181151066451763 | Eval WT: 2932.898 | Eval moves: 50.28 | 67s
Epoch: 209 | Train loss: -4.052516631547471 | Eval WT: 2932.619 | Eval moves: 50.285 | 67s
Epoch: 210 | Train loss: -3.7633122653697795 | Eval WT: 2933.13 | Eval moves: 50.298 | 68s
Epoch: 211 | Train loss: -3.7771995116788117 | Eval WT: 2933.168 | Eval moves: 50.291 | 103s
Epoch: 212 | Train loss: -4.007315076223775 | Eval WT: 2932.812 | Eval moves: 50.279 | 68s
Epoch: 213 | Train loss: -3.8405177625647706 | Eval WT: 2932.708 | Eval moves: 50.286 | 67s
Epoch: 214 | Train loss: -3.984254058228467 | Eval WT: 2932.548 | Eval moves: 50.278 | 68s
Epoch: 215 | Train loss: -4.076977730561382 | Eval WT: 2932.915 | Eval moves: 50.279 | 68s
Epoch: 216 | Train loss: -3.7212188809684013 | Eval WT: 2932.68 | Eval moves: 50.282 | 67s
Epoch: 217 | Train loss: -3.876169779723279 | Eval WT: 2932.355 | Eval moves: 50.273 | 68s
Epoch: 218 | Train loss: -3.838064812111907 | Eval WT: 2932.622 | Eval moves: 50.285 | 67s
Epoch: 219 | Train loss: -3.6998602670760907 | Eval WT: 2932.919 | Eval moves: 50.29 | 67s
Epoch: 220 | Train loss: -3.7933462462056036 | Eval WT: 2932.743 | Eval moves: 50.28 | 67s
Epoch: 221 | Train loss: -3.678922544834472 | Eval WT: 2932.772 | Eval moves: 50.281 | 103s
Epoch: 222 | Train loss: -3.90031509243985 | Eval WT: 2932.714 | Eval moves: 50.283 | 67s
Epoch: 223 | Train loss: -3.878632352817498 | Eval WT: 2932.859 | Eval moves: 50.297 | 68s
Epoch: 224 | Train loss: -3.5383703855837245 | Eval WT: 2932.554 | Eval moves: 50.271 | 67s
Epoch: 225 | Train loss: -3.86788368972322 | Eval WT: 2932.532 | Eval moves: 50.282 | 68s
Epoch: 226 | Train loss: -3.6980468662881405 | Eval WT: 2932.223 | Eval moves: 50.279 | 67s
Epoch: 227 | Train loss: -3.5240427768895386 | Eval WT: 2932.919 | Eval moves: 50.283 | 68s
Epoch: 228 | Train loss: -3.6626844329493617 | Eval WT: 2932.576 | Eval moves: 50.271 | 68s
Epoch: 229 | Train loss: -3.5948401830458523 | Eval WT: 2932.77 | Eval moves: 50.287 | 66s
Epoch: 230 | Train loss: -3.8118298261845807 | Eval WT: 2932.723 | Eval moves: 50.277 | 68s
Epoch: 231 | Train loss: -3.548542063328359 | Eval WT: 2932.405 | Eval moves: 50.278 | 100s
Epoch: 232 | Train loss: -3.276058927460556 | Eval WT: 2932.388 | Eval moves: 50.264 | 67s
Epoch: 233 | Train loss: -3.340116590319414 | Eval WT: 2932.413 | Eval moves: 50.27 | 67s
Epoch: 234 | Train loss: -3.6765179323950514 | Eval WT: 2932.31 | Eval moves: 50.289 | 67s
Epoch: 235 | Train loss: -3.4582346461926345 | Eval WT: 2932.418 | Eval moves: 50.285 | 67s
Epoch: 236 | Train loss: -3.685867515106761 | Eval WT: 2932.6 | Eval moves: 50.278 | 68s
Epoch: 237 | Train loss: -3.5423081791055115 | Eval WT: 2932.61 | Eval moves: 50.287 | 67s
Epoch: 238 | Train loss: -3.5812575362857553 | Eval WT: 2932.159 | Eval moves: 50.271 | 68s
Epoch: 239 | Train loss: -3.5435590756263053 | Eval WT: 2932.708 | Eval moves: 50.28 | 68s
Epoch: 240 | Train loss: -3.5432281538145127 | Eval WT: 2932.522 | Eval moves: 50.278 | 67s
Epoch: 241 | Train loss: -3.569545719443541 | Eval WT: 2932.074 | Eval moves: 50.267 | 101s
Epoch: 242 | Train loss: -3.5003207185582856 | Eval WT: 2932.426 | Eval moves: 50.272 | 68s
Epoch: 243 | Train loss: -3.6804258739657367 | Eval WT: 2932.412 | Eval moves: 50.278 | 68s
Epoch: 244 | Train loss: -3.470997362871712 | Eval WT: 2932.845 | Eval moves: 50.287 | 68s
Epoch: 245 | Train loss: -3.182470910758848 | Eval WT: 2932.769 | Eval moves: 50.29 | 67s
Epoch: 246 | Train loss: -3.6496558317022276 | Eval WT: 2932.094 | Eval moves: 50.274 | 68s
Epoch: 247 | Train loss: -3.5740572574312313 | Eval WT: 2932.0 | Eval moves: 50.263 | 69s
Epoch: 248 | Train loss: -3.4934057359547284 | Eval WT: 2932.653 | Eval moves: 50.283 | 67s
Epoch: 249 | Train loss: -3.5404800873217512 | Eval WT: 2931.726 | Eval moves: 50.264 | 67s
Epoch: 250 | Train loss: -3.4750361337546893 | Eval WT: 2931.877 | Eval moves: 50.262 | 68s
Epoch: 251 | Train loss: -3.311877339254485 | Eval WT: 2932.05 | Eval moves: 50.264 | 102s
Epoch: 252 | Train loss: -3.3860976181440146 | Eval WT: 2932.22 | Eval moves: 50.265 | 68s
